id	type	Não Ambíguo	Testável	Prioritizável	Valioso	Entendível	Conciso	Consistente	Completo	Negociável	Factível	Independente	Estimável	Atômico	Pequeno
consiga/Definitions	V / P+v-fin	0	0	0	0	2	0	0	0	0	0	0	0	0	0
vai/Definitions	VAUX / AUX+v-fin	0	0	0	0	0	2	0	0	0	0	0	0	0	0
soluçao/BDD	? / ?	0	3	0	0	0	0	0	0	0	0	0	0	0	0
depender/Use case	V / MV+v-inf	0	0	0	0	0	0	0	0	0	0	0	0	2	0
fica/Use case	V / P+v-fin	1	0	0	0	0	0	0	0	0	0	0	0	0	1
médio/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	1
demarcada/BDD	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
devido/BDD	PREP|+ / >N+adj	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cita/Use case	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tornar/BDD	V / MV+v-inf	0	0	0	2	0	0	0	0	0	0	0	0	0	0
decisão/Use case	? / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
previamente/Definitions	ADV / ADVL+adv	0	0	0	0	0	0	0	0	0	1	0	0	0	0
possibilidade/Definitions	N / H+n	0	0	0	0	0	0	0	0	2	0	0	0	0	0
mensuradas/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	2	0	0
possui/Definitions	V / P+v-fin	2	4	3	0	1	5	0	6	2	0	0	2	0	3
haver/Use case	V / MV+v-inf	0	0	0	0	0	0	0	0	1	0	0	0	0	0
independente/Definitions	ADJ / H+adj	0	0	0	0	0	0	0	0	0	0	7	0	2	0
experimentos/Definitions	N / ?	0	0	0	0	0	0	0	0	0	2	0	0	0	0
principalmente/Use case	ADV / >A+adv	0	0	0	0	0	0	0	0	3	0	0	0	0	0
tornando/?	V / P+v-ger	0	0	0	0	0	0	0	0	0	0	2	0	0	0
completarem/Use case	? / ?	0	0	0	0	0	0	1	0	0	0	0	0	0	0
consiso/BDD	? / ?	0	0	0	0	0	1	0	0	0	0	0	0	0	0
outros/BDD	PROADJ / >N+pron-det	0	0	17	0	0	0	75	0	0	0	20	0	34	0
trechos/Use case	N / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
consumirá/BDD	? / ?	0	0	0	0	1	0	0	0	0	0	0	0	0	0
precisa/BDD	V / P+v-fin	0	0	0	1	2	0	0	0	25	0	1	0	7	0
algo/BDD	PROADJ / H+pron-indp	1	0	0	0	1	0	0	0	0	0	0	0	0	0
perfil/Use case	N / H+n	0	0	0	0	0	0	2	0	0	0	0	0	0	0
informações/BDD	? / ?	0	1	0	1	2	70	0	31	2	8	1	13	5	2
esforço/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	0	15	0	23
acordo/Definitions	N / H+n	0	1	2	2	0	0	4	0	2	0	0	0	0	0
necessidade/Use case	N / H+n	10	0	0	0	0	0	2	0	0	0	1	0	0	9
possa/Definitions	VAUX / AUX+v-fin	0	0	0	0	0	0	0	0	0	0	0	0	0	4
requerimentos/Definitions	N / ?	0	0	2	0	0	0	2	0	0	0	0	2	0	2
individualmente/Use case	ADV / ADVL+adv	0	0	0	0	0	0	0	2	0	0	0	0	0	0
nesta/Use case	? / ?	0	5	0	0	0	0	0	0	0	0	0	0	0	0
toda/Definitions	PROADJ / >N+pron-det	0	0	0	0	0	0	0	2	0	0	0	0	0	0
suficiente/Use case	ADJ / H+adj	0	0	0	0	0	0	0	10	0	0	0	0	0	5
empresa/Use case	N / H+n	0	0	0	1	0	0	0	0	0	0	0	0	0	0
objetivo/Use case	N / H+n	1	11	0	3	12	0	0	9	0	0	0	0	0	1
localização/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fala/Use case	V / P+v-fin	2	0	0	0	0	0	1	2	0	0	0	0	0	0
lógico/BDD	? / ?	0	0	0	0	2	0	0	0	0	0	0	0	0	0
entendimento/Definitions	N / H+n	2	0	0	0	4	4	0	2	0	0	0	0	2	0
posteriormente/Use case	ADV / ADVL+adv	0	0	0	1	0	0	0	0	15	0	0	0	0	0
cardápios/Use case	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
corretamente/Use case	ADV / ADVL+adv	0	2	0	0	0	0	0	0	0	7	0	0	0	0
possível/Definitions	? / ?	1	10	5	0	4	0	0	0	5	10	3	6	3	0
dependendo/BDD	V / P+v-ger	0	0	0	0	0	0	0	0	0	0	0	0	3	0
aplicação/BDD	? / ?	0	0	8	0	0	0	0	0	0	0	4	0	0	25
visualizar/Use case	V / ?	0	0	0	1	0	0	0	1	0	0	0	0	0	0
depende/BDD	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	41	0	8	0
escrito/?	PCP / MV+v-pcp	0	0	0	0	2	0	0	0	0	0	0	0	0	0
causando/Use case	V / MV+v-ger	5	0	0	0	0	0	0	0	0	0	0	0	0	0
possa/Use case	VAUX / AUX+v-fin	0	0	1	0	0	0	0	0	0	0	4	0	0	0
nenhum/BDD	PROADJ / >N+pron-det	0	0	0	0	2	0	0	0	0	0	0	0	0	0
factível/Use case	? / ?	0	0	0	0	0	0	0	0	0	72	0	0	0	0
executado/BDD	PCP / MV+v-pcp	0	0	0	0	0	0	0	10	0	8	0	0	0	0
influencia/BDD	V / ?	0	0	0	0	0	0	0	0	0	0	5	0	0	0
prazo/BDD	N / H+n	0	0	0	0	0	0	0	0	0	5	0	0	0	0
valor/Definitions	N / H+n	0	0	4	6	0	0	0	0	0	0	0	0	0	0
time/Use case	N / H+n	0	0	0	0	0	1	0	0	0	0	0	0	0	0
assumindo/Definitions	V / MV+v-ger	0	0	0	0	0	0	0	0	0	0	0	0	0	1
conhecimento/Definitions	N / H+n	0	0	0	0	0	0	0	0	0	0	0	2	0	0
informação/Use case	? / ?	0	1	0	0	0	2	0	1	0	0	0	0	0	0
estimar/Use case	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	7	0	0
simples/Use case	ADJ / >N+adj	0	0	0	0	1	0	0	0	0	0	0	5	0	13
lidos/Use case	PCP / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ponto/Definitions	N / H+n	0	0	0	0	0	2	0	1	0	0	0	0	0	0
apenas/Use case	PDEN / ADVL+adv	0	0	0	0	0	0	0	0	0	0	0	0	2	15
entender/Definitions	V / P+v-inf	0	0	0	0	2	0	0	0	0	0	0	0	0	0
completo/Use case	ADV / N<+adj	0	0	0	0	0	0	0	83	0	1	0	0	0	0
classificação/Definitions	? / ?	0	0	2	0	0	0	0	0	0	0	0	0	0	0
englobadas/?	? / ?	0	1	0	0	0	0	0	0	0	0	0	0	0	0
parece/BDD	VAUX / AUX+v-fin	12	20	4	8	1	5	14	7	13	8	1	8	0	8
ir/Use case	V / MV+v-inf	0	0	0	1	0	0	0	0	0	0	0	0	0	0
interpretável/Use case	? / ?	0	0	0	0	1	0	0	0	0	0	0	0	0	0
interpretações/Use case	? / ?	15	0	0	0	0	0	0	0	0	0	0	0	0	0
negociável/Definitions	? / ?	0	0	0	0	0	0	0	0	2	0	0	0	0	0
entra/BDD	V / P+v-fin	0	0	0	0	0	0	25	0	0	0	0	0	0	0
feitos/BDD	PCP / MV+v-pcp	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ciclo/Definitions	N / H+n	0	0	0	0	0	0	0	1	0	0	0	0	0	0
toda/BDD	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	0	0	1	0
somente/BDD	PDEN / ADVL+adv	0	0	0	0	0	3	0	0	0	0	0	0	0	0
associada/Definitions	PCP / P+v-pcp	6	0	0	0	0	0	0	0	0	0	0	0	0	0
abstração/Definitions	? / ?	0	2	0	0	0	0	0	0	0	0	0	0	0	0
informa/BDD	V / P+v-fin	0	0	0	1	0	0	1	0	0	0	0	0	0	0
poucas/Definitions	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	0	0	0	8
direção/Definitions	? / ?	2	0	0	0	0	0	0	0	0	0	0	0	0	0
desnecessário/Use case	? / ?	0	0	0	0	0	5	0	0	0	0	0	0	0	0
visualiza/Use case	V / ?	0	0	0	0	0	0	1	0	0	0	0	0	0	0
extenso/BDD	ADJ / >N+adj	0	0	0	0	0	0	0	0	0	0	0	4	0	0
expansão/BDD	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
compreende/Use case	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ranqueamento/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	13	0	0
cardápio/Use case	? / ?	0	0	0	1	0	0	1	0	0	0	0	0	0	0
deseja/Use case	V / P+v-fin	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afeaturenão/Use case	? / ?	0	0	0	0	0	1	1	0	0	0	0	0	0	0
fácil/Definitions	? / ?	0	2	4	0	4	0	0	0	0	0	0	0	0	0
escrito/Use case	PCP / MV+v-pcp	0	0	0	0	20	0	0	0	0	0	0	0	0	0
permanecer/Use case	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	0	1	0
intervalo/BDD	N / H+n	0	0	0	0	0	0	0	0	1	0	0	0	0	0
compreensível/Use case	? / ?	0	0	0	0	11	0	0	0	0	0	0	0	0	0
intendiveis/Definitions	? / ?	0	0	0	0	1	0	0	0	0	0	0	0	0	0
testa-lo/Definitions	? / ?	0	2	0	0	0	0	0	0	0	0	0	0	0	0
clientes/Definitions	N / H+n	0	0	0	0	0	0	0	0	1	0	0	0	0	0
quais/BDD	PRO-KS-REL / SC+pron-det	0	0	0	0	0	1	0	0	5	0	0	0	0	0
sentido/Definitions	N / H+n	0	0	0	2	0	0	0	0	0	0	0	0	0	0
devido/?	PREP|+ / >N+adj	0	0	2	0	0	0	0	0	0	0	0	0	0	0
nesta/BDD	? / ?	0	5	0	0	0	0	0	0	0	0	0	0	0	0
trabalhado/Definitions	PCP / ?	0	0	0	0	0	0	0	0	0	0	2	0	0	0
execudado/Use case	? / ?	0	5	0	0	0	0	0	0	0	0	0	0	0	0
executado/Definitions	PCP / MV+v-pcp	0	0	0	0	0	0	0	4	0	3	0	3	0	1
equipes/?	N / H+n	0	0	0	0	2	0	0	0	0	0	0	0	0	0
edixa/Use case	? / ?	4	0	0	0	0	0	0	0	0	0	0	0	0	0
título/Use case	? / ?	1	0	0	0	0	1	0	0	0	0	0	0	1	1
feita/Definitions	PCP / MV+v-pcp	0	0	0	0	0	0	0	0	0	0	0	0	1	0
essência/BDD	? / ?	0	0	0	0	0	0	0	0	30	0	0	0	0	0
sucinto/Use case	ADJ / ?	0	0	0	0	0	10	0	0	0	0	0	0	0	0
mensagens/Use case	N / H+n	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pequenos/BDD	ADJ / >N+adj	0	0	0	0	0	0	0	0	0	0	0	5	0	0
desnecessária/Definitions	? / ?	0	0	0	0	0	2	0	0	0	0	0	0	0	0
exclusividades/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	5	0	0	0
redução/Definitions	? / ?	0	0	3	0	0	0	0	0	0	0	0	0	0	0
qualquer/Use case	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	5	0	0	0
recursos/Definitions	N / H+n	0	0	0	0	0	0	0	0	0	0	0	0	0	2
contato/Use case	N / H+n	0	0	0	1	0	0	0	0	0	0	0	0	0	0
primeiro/BDD	N / >N+adj	0	0	0	0	0	0	0	0	0	0	6	0	1	0
atômico/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	46	0
cliente/BDD	N / H+n	10	0	0	50	5	2	49	0	0	0	0	0	0	0
resultado/Definitions	N / H+n	0	0	0	0	0	0	0	0	0	0	2	0	0	0
compressão/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
claramente/Definitions	ADV / ADVL+adv	3	0	0	0	0	0	0	0	0	0	0	0	0	0
aberto/Use case	PCP / MV+v-pcp	0	0	0	0	0	0	0	0	2	0	0	0	0	1
contemplando/Use case	V / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	1
estimado/BDD	PCP / P+v-pcp	0	0	0	0	0	0	0	0	0	0	0	13	0	0
semântica/BDD	? / ?	0	0	0	0	1	0	0	0	0	0	0	0	0	0
wishlist/BDD	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
dúvidas/Use case	? / ?	5	0	0	0	0	0	0	0	0	0	0	0	0	0
consistente/BDD	ADJ / CJT+adj	0	0	0	0	0	0	74	0	0	0	0	0	0	0
aceitação/Use case	? / ?	0	1	0	0	0	0	0	0	0	0	0	0	0	0
esforço/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	9	0	27
determinar/BDD	V / P+v-inf	0	0	0	0	0	0	0	0	2	0	0	0	0	0
máximo/BDD	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
agendar/BDD	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	12	0	0
dara/Use case	? / ?	0	0	0	0	0	0	0	0	0	2	0	0	0	0
foto/BDD	N / N<PRED+n	0	0	0	0	0	0	1	0	0	0	0	0	0	0
proporciona/BDD	V / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aconteça/?	? / ?	0	0	0	0	0	0	0	2	0	0	0	0	0	0
cada/BDD	PROADJ / >N+pron-det	0	0	1	2	2	0	0	1	1	0	0	0	0	0
registro/BDD	N / ACC+n	0	0	0	0	0	0	0	0	2	0	0	0	0	0
exibidas/Use case	PCP / ?	0	0	0	0	0	0	0	1	1	0	0	0	0	0
necessárias/Use case	? / ?	0	0	0	0	0	11	0	9	0	0	0	0	5	0
viável/Use case	? / ?	0	0	0	0	0	0	0	0	0	10	0	0	0	0
fundamental/Use case	ADJ / SC+adj	0	0	0	11	0	0	0	0	0	0	0	0	0	0
trabalhar/?	V / MV+v-inf	0	0	0	0	0	0	0	0	0	0	2	0	0	0
feitas/BDD	PCP / N<+v-pcp	0	0	0	0	0	0	0	0	9	0	0	0	0	0
recomendações/BDD	? / ?	0	0	0	0	0	0	0	0	2	0	1	0	0	0
requisitocadastro/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
principal/BDD	ADJ / N<+adj	0	0	1	1	0	0	0	0	0	0	0	0	0	0
nivel/Definitions	N / ?	0	0	0	0	0	0	0	1	0	0	0	0	0	0
projeto/BDD	N / H+n	0	0	5	0	0	0	0	0	6	8	8	0	0	0
analisar/Use case	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	2	0	0
prioridade/Use case	N / ACC+n	0	0	44	0	0	0	0	0	3	0	0	0	0	0
implementar/Definitions	V / P+v-inf	0	0	3	0	0	0	0	0	0	0	1	0	0	0
suficientes/BDD	ADJ / N<+adj	0	0	0	0	0	0	0	20	0	0	0	13	0	0
mensurado/Use case	? / ?	0	0	0	0	0	0	0	0	0	15	0	5	0	0
todas/Use case	PROADJ / >N+pron-det	0	1	0	0	5	0	0	15	0	0	0	0	5	0
importância/Definitions	? / ?	0	0	4	0	0	0	0	0	0	0	0	0	0	0
opção/Use case	? / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
postagens/Use case	? / ?	0	0	0	0	0	0	1	0	0	0	1	0	0	0
prioritizável/Use case	? / ?	0	0	50	0	0	0	0	0	0	0	0	0	0	0
valioso/Definitions	ADJ / ?	0	0	0	7	0	0	0	0	0	0	0	0	0	0
restante/Use case	ADJ / H+adj	0	0	0	0	0	0	1	0	0	0	1	0	0	0
entendivel/Definitions	? / ?	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3/BDD	NUM / P<+num	0	0	0	0	0	0	0	0	0	0	2	0	0	0
prioridade/Definitions	N / ACC+n	0	0	5	0	0	0	0	0	0	0	0	0	0	0
tamanho/?	N / H+n	0	0	0	0	0	0	0	0	0	0	0	2	0	0
exibida/Use case	PCP / P+v-pcp	0	0	0	0	0	0	0	1	0	0	0	0	0	0
prece/BDD	? / ?	0	0	0	0	0	1	0	0	0	0	0	0	0	0
final/BDD	N / H+n	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fechado/BDD	PCP / P+v-pcp	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ambiguo/Use case	? / ?	8	0	0	0	0	0	0	0	0	0	0	0	0	0
necessidades/BDD	N / H+n	7	0	0	0	0	2	39	0	0	0	0	0	0	0
tempo/BDD	N / H+n	2	0	0	1	0	0	0	0	0	13	0	18	0	5
inicialmente/BDD	ADV / ADVL+adv	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pode/Definitions	VAUX / AUX+v-fin	3	3	2	0	0	0	0	0	3	1	0	1	3	2
independentemente/Use case	ADV / H+adv	0	0	0	0	0	0	0	0	0	0	1	0	15	0
realizá-lo/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	5	0	0	0
interpretações/Definitions	? / ?	2	0	0	0	0	0	0	0	0	0	0	0	0	0
uss/BDD	? / ?	0	0	10	0	0	0	0	0	0	0	0	0	0	0
sabe-se/Definitions	? / ?	0	2	0	0	0	0	0	0	0	0	0	0	0	0
completamente/?	ADV / >A+adv	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tecnicamente/BDD	ADV / >A+adv	0	0	0	0	0	0	0	0	0	17	0	0	0	0
saida/Use case	? / ?	0	1	0	0	0	0	0	0	0	0	0	0	0	0
detalhamento/Definitions	N / H+n	0	0	0	0	0	0	0	3	0	0	0	0	0	0
agrupado/Definitions	? / ?	0	0	2	0	0	0	0	0	0	0	0	0	0	0
aparenta/Use case	V / ?	7	12	0	0	11	10	0	18	1	0	11	0	13	3
ambiguo/BDD	? / ?	1	0	0	0	0	0	0	0	0	0	0	0	0	0
relativa/BDD	ADJ / H+adj	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aberto/BDD	PCP / MV+v-pcp	0	0	0	0	0	0	0	0	3	0	0	0	0	0
nota/BDD	N / H+n	0	0	0	0	0	0	0	0	1	0	0	0	0	0
agrega/Use case	V / ?	0	0	0	15	0	0	0	0	0	0	0	0	0	0
consumir/BDD	V / MV+v-inf	0	0	0	0	1	0	0	0	0	0	0	0	0	0
por…/BDD	? / ?	0	0	0	0	0	0	0	4	0	0	0	0	0	0
menores/Definitions	N / H+adj	0	0	0	0	0	0	0	0	0	0	0	0	0	2
realizado/BDD	PCP / MV+v-pcp	0	0	0	0	0	0	0	1	0	17	0	0	0	5
armazenamento/Use case	N / ?	0	1	0	0	0	1	0	0	0	0	0	1	2	0
necessário/BDD	? / ?	0	0	0	0	0	3	0	2	0	0	6	5	0	0
gerar/Definitions	V / MV+v-inf	2	0	0	0	0	0	2	0	0	0	0	0	0	0
cria-lo/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	2	0	0
deixado/Use case	PCP / PMV+v-pcp	0	0	1	0	0	0	0	0	0	0	0	0	0	0
descritos/BDD	PCP / ?	0	0	0	0	1	0	0	0	0	0	0	0	0	0
separado/Use case	PCP / ?	0	0	0	0	0	4	0	1	0	0	0	0	1	3
necessário/Definitions	? / ?	0	0	0	0	0	4	0	2	0	0	0	7	2	0
divido/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	4	1
cadastros/BDD	N / ?	0	0	0	0	1	1	0	0	0	0	0	0	0	0
exclusão/Use case	? / ?	4	0	0	0	0	0	0	1	0	0	0	0	0	0
incluindo/Definitions	V / P+v-ger	0	0	0	0	0	0	0	2	0	0	0	0	0	0
resquisitos/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	1	0	0	0
classificar/Definitions	V / P+v-fin	0	0	2	0	0	0	0	0	0	0	0	1	0	0
identificadas/Definitions	PCP / MV+v-pcp	0	0	0	0	0	0	4	0	0	0	0	0	0	0
desta/BDD	ADV / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	5
estimar/?	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	2	0	0
oferecidos/BDD	PCP / P+v-pcp	0	0	0	1	0	0	0	0	0	0	0	0	0	0
atenção/Definitions	? / ?	0	0	0	2	0	0	0	0	0	0	0	0	0	0
poucas/BDD	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	0	0	0	18
é/Definitions	? / ?	5	0	6	7	2	2	8	1	3	4	5	2	10	0
auto/Definitions	N / ?	0	0	0	0	0	0	0	0	0	0	0	0	7	0
eventos/Use case	N / H+n	0	0	0	0	0	0	0	1	0	0	0	15	0	0
necessariamente/Use case	ADV / ADVL+adv	0	0	0	0	0	0	0	3	0	0	0	0	0	0
descritas/BDD	PCP / ?	0	5	0	0	0	0	0	0	0	0	0	0	0	0
encontrar/BDD	V / MV+v-inf	0	0	0	3	0	0	0	0	0	0	0	0	0	0
descrição/BDD	? / ?	13	1	0	0	10	15	0	1	0	10	0	18	0	0
executa-lo/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	2	0	0	0
indesejado/BDD	? / H+adj	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sendo/Use case	V / AUX+v-ger	0	0	0	0	1	0	0	0	0	0	3	0	0	0
separar/Use case	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	0	1	0
consegue/Definitions	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	4	0	0
desenvolvido/Use case	PCP / P+v-pcp	0	0	0	0	0	0	0	1	0	0	1	0	0	12
conforme/Use case	PREP / ADVL+adv	0	0	0	0	0	0	0	0	8	0	0	0	0	0
item/BDD	N / H+n	0	0	0	0	0	0	0	0	0	0	0	0	2	0
livros/BDD	N / H+n	0	0	1	3	0	1	0	1	0	0	3	0	1	0
desejadas/Use case	PCP / ?	0	2	0	0	0	0	0	0	0	0	0	0	0	0
conflito/BDD	N / H+n	0	0	0	0	0	0	38	0	0	0	0	0	0	0
razoável/?	? / ?	0	0	0	0	0	0	0	0	0	2	0	0	0	0
clientes/Use case	N / H+n	0	0	0	0	0	0	0	0	5	0	0	0	0	0
fim/?	N / H+n	0	1	0	0	0	0	0	0	0	0	0	0	0	0
nenhum/Definitions	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	3	0	0	0
necessárias/BDD	? / ?	0	0	0	0	0	1	0	2	0	0	0	0	5	2
atando/Definitions	? / ?	0	0	0	0	0	0	0	0	2	0	0	0	0	0
secundária/Use case	? / ?	0	0	4	0	0	0	0	0	0	0	0	0	0	0
algumas/?	PROSUB / >N+pron-det	0	0	0	0	0	0	0	0	0	0	0	0	0	2
leitor/Definitions	N / H+n	0	0	0	0	2	0	0	0	0	0	0	0	0	0
claramente/Use case	ADV / ADVL+adv	5	0	0	0	1	0	0	0	0	0	0	0	0	0
mensurado/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	1	0	0
conflitos/Definitions	N / H+n	0	0	0	0	0	0	2	0	0	0	0	0	0	0
prazo/Use case	N / H+n	0	0	0	0	0	0	0	0	0	5	0	0	0	0
satisfaz/Definitions	V / ?	3	0	0	0	0	0	0	0	0	0	0	0	0	0
dependente/Use case	ADJ / H+adj	0	0	0	0	0	0	0	0	0	0	16	0	0	0
resposta/Use case	N / H+n	0	1	0	0	0	0	0	0	0	0	0	0	0	0
alto/BDD	ADV / N<+adj	0	1	0	0	0	0	0	0	0	0	0	0	0	0
poucos/Definitions	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	0	0	0	2
importância/BDD	? / ?	0	0	29	10	0	0	0	0	0	0	0	0	0	0
guiar/BDD	V / ?	0	0	0	0	0	0	0	3	0	0	0	0	0	0
apresentação/BDD	? / ?	0	0	0	0	0	0	0	0	1	0	0	0	0	0
criados/BDD	PCP / P+v-pcp	0	0	0	0	0	0	0	0	5	0	0	0	0	0
varia/?	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	2	0	0
tempo/Definitions	N / H+n	0	0	0	0	0	0	0	0	0	0	0	7	0	6
conhecida/BDD	PCP / P+v-pcp	0	0	0	0	2	0	0	0	0	0	0	0	0	0
estabelecer/Use case	V / P+v-inf	0	0	0	1	0	0	0	0	0	0	0	0	0	0
diretamente/BDD	ADV / ADVL+adv	0	0	0	5	0	0	0	0	0	0	0	0	0	0
base/Use case	N / H+n	0	0	0	1	0	0	0	0	0	0	0	0	0	0
trazendo/BDD	V|+ / P+v-ger	0	0	0	0	0	0	0	0	5	0	0	0	0	0
descontos/BDD	N / H+n	0	0	0	1	0	0	0	0	0	0	0	0	0	0
inconsistente/BDD	ADJ / OC+adj	0	0	0	0	0	0	3	0	0	0	0	0	0	0
promoções/BDD	? / ?	0	0	0	1	0	0	0	0	1	0	0	0	0	0
publicados/BDD	PCP / N<+v-pcp	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sobrepondo/Definitions	V / ?	0	0	0	0	0	0	0	0	0	0	2	0	0	0
por…/Use case	? / ?	0	0	0	0	0	0	0	6	0	0	0	0	0	0
confuso/Use case	ADJ / ?	0	0	1	0	0	0	0	2	0	0	0	0	0	0
entender/Use case	V / P+v-inf	0	0	0	0	3	0	0	0	0	0	5	0	2	0
atual/BDD	ADJ / >N+adj	0	0	0	0	0	0	0	0	1	0	0	0	0	0
alguma/BDD	PROADJ / >N+pron-det	0	0	0	0	0	0	0	0	0	0	3	0	0	0
economia/BDD	N / H+n	0	0	0	1	0	0	0	0	0	0	0	0	0	0
necessita/Use case	V / P+v-fin	0	0	0	0	0	3	1	0	0	0	10	0	1	11
possivel/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	3	1	0	0
posteriores/Use case	ADJ / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
validação/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	1	0
alinhado/BDD	? / ?	0	0	10	0	0	0	35	0	0	0	0	0	0	0
informações/Definitions	? / ?	0	0	0	0	0	9	0	4	2	0	0	0	0	0
faltando/BDD	V / MV+v-ger	0	0	0	0	0	2	0	9	0	0	0	0	0	0
features/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	13	0	0	0
autores/Use case	N / H+n	0	0	0	0	9	0	0	0	0	0	1	0	0	0
possuem/BDD	V / P+v-fin	0	0	0	1	0	0	0	0	0	0	0	0	0	0
outras/Definitions	PROADJ / H+pron-det	0	0	0	0	0	0	0	0	0	0	1	0	0	0
todo/Use case	PROADJ / N<+pron-det	0	0	0	0	0	5	0	0	0	2	0	0	8	0
ser/Use case	VAUX / AUX+v-inf	25	80	20	11	15	13	12	5	86	65	40	45	76	50
implementado/Use case	PCP / MV+v-pcp	0	0	0	0	0	0	0	1	3	18	20	4	8	11
contém/?	? / ?	0	0	0	0	0	2	0	0	0	0	0	0	0	0
sobre/Use case	PREP / H+prp	0	1	0	0	0	1	0	0	0	0	0	1	0	0
mapa/Use case	N / H+n	0	1	0	0	0	0	0	0	0	0	0	0	1	0
orçamento/BDD	? / ?	0	0	0	0	0	0	0	0	0	13	0	0	0	0
útil/Use case	? / ?	0	0	0	0	0	5	0	5	0	0	0	0	0	0
baixa/BDD	ADJ / >N+adj	0	0	1	0	0	0	0	0	0	0	0	0	0	0
necessários/Use case	? / ?	0	0	0	0	0	0	1	0	0	0	0	0	0	0
execução/Use case	? / ?	0	0	0	0	0	0	0	0	5	0	0	16	0	0
pequenos/Definitions	ADJ / >N+adj	0	0	0	0	0	0	0	0	0	0	0	0	0	2
segundo/BDD	PREP / H+prp	0	0	0	0	0	0	0	0	1	0	0	0	0	0
aparentar/Use case	V / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	5
considerar/BDD	V / P+v-inf	0	0	0	0	0	0	0	0	5	0	0	0	0	0
claro/Use case	ADJ / ADVL+in	22	0	0	0	1	0	0	2	0	0	0	0	3	0
caminhos/Use case	N / H+n	0	0	0	0	0	0	0	8	0	0	0	0	0	0
referentes/Use case	N / H+adj	0	0	0	0	0	0	0	0	0	0	0	2	2	0
pratos/BDD	N / H+n	1	0	0	3	1	1	0	0	2	0	4	1	1	0
